,SalePrice,LotArea,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars
490,115000,2665,1304,0,0,1,1,3,1,1,1
491,133000,9490,1578,1,0,1,0,3,1,2,1
492,172785,15578,1456,0,0,2,1,3,1,0,2
493,155000,7931,1269,0,0,1,1,3,1,1,1
494,91300,5784,886,0,0,1,0,2,1,0,1
495,34900,7879,720,0,0,1,0,2,1,0,0
496,430000,12692,3228,1,0,3,0,4,1,1,2
497,184000,9120,1820,1,0,2,0,4,1,0,1
498,130000,7800,899,0,0,1,0,3,1,0,1
499,120000,7535,912,0,1,1,0,2,1,0,1
500,113000,1890,1218,0,0,1,1,3,1,0,1
501,226700,9803,1768,0,0,2,1,3,1,0,2
502,140000,9170,1214,1,0,1,0,2,1,0,2
503,289000,15602,1801,1,0,2,0,1,1,2,2
504,147000,2308,1322,0,1,2,1,3,1,1,2
505,124500,7596,1960,0,0,2,0,4,2,0,2
506,215000,9554,1911,0,0,2,1,3,1,1,2
507,208300,7862,1218,0,0,2,0,2,1,0,2
508,161000,9600,1378,0,0,2,0,3,1,1,2
509,124500,9600,1041,1,0,1,0,3,1,0,1
510,164900,14559,1363,1,0,1,0,2,1,2,1
511,202665,6792,1368,0,0,2,0,2,1,1,2
512,129900,9100,864,1,0,1,0,3,1,0,2
513,134000,9187,1080,0,0,1,1,3,1,0,2
514,96500,10594,789,0,0,1,0,2,1,0,1
515,402861,12220,2020,1,0,2,1,3,1,1,3
516,158000,10448,2119,0,0,2,1,3,1,1,2
517,265000,10208,2344,0,0,2,1,3,1,1,3
518,211000,9531,1796,1,0,2,1,3,1,0,2
519,234000,10918,2080,0,0,1,1,3,1,2,1
520,106250,10800,1294,0,0,2,0,3,2,0,0
521,150000,11988,1244,0,0,1,1,3,1,2,1
522,159000,5000,1664,0,0,2,0,3,1,2,2
524,315750,11787,2398,1,0,2,1,3,1,1,3
525,176000,7500,1266,0,0,2,0,3,1,1,2
526,132000,13300,928,0,0,1,0,2,1,0,1
527,446261,14948,2713,1,0,2,1,3,1,1,3
528,86000,9098,605,1,0,1,0,2,1,0,0
530,175000,10200,1509,1,0,2,0,3,1,1,2
531,128000,6155,1362,0,0,2,0,3,1,0,2
532,107500,7200,827,0,0,1,0,2,1,1,1
533,39300,5000,334,0,0,1,0,1,1,0,0
534,178000,9056,1414,0,0,2,1,3,1,1,2
535,107500,7000,1347,1,0,1,0,3,1,0,0
536,188000,8924,1724,0,0,2,1,3,1,0,2
537,111250,12735,864,0,0,1,0,3,1,0,2
538,158000,11553,1159,0,0,1,1,3,1,1,1
539,272000,11423,1601,1,0,2,0,3,1,1,2
540,315000,14601,1838,1,0,2,0,2,1,1,3
541,248000,11000,2285,0,0,2,1,4,1,1,3
542,213250,10140,1680,1,0,2,0,3,1,1,2
543,133000,4058,767,1,0,1,0,1,1,0,1
544,179665,17104,1496,1,0,2,1,3,1,1,2
545,229000,13837,2183,0,0,2,1,4,1,0,3
546,210000,8737,1635,0,0,1,1,3,1,1,2
547,129500,7244,768,1,0,1,0,2,1,0,2
548,125000,8235,825,1,0,1,0,2,1,0,2
549,263000,9375,2094,0,0,2,1,4,1,1,2
550,140000,4043,1069,0,0,2,0,2,1,0,2
551,112500,6000,928,0,0,1,0,3,1,0,1
552,255500,11146,1717,0,0,2,0,3,1,1,3
553,108000,8777,1126,0,0,2,0,2,1,0,2
554,284000,10625,2046,1,0,2,1,3,1,1,3
555,113000,6380,1048,0,0,1,0,2,1,1,1
556,141000,14850,1092,1,0,1,0,2,1,1,1
557,108000,11040,1336,0,0,1,1,3,1,0,1
558,175000,21872,1446,0,1,2,1,3,1,1,2
559,234000,3196,1557,0,0,2,0,2,1,1,2
560,121500,11341,1392,1,0,1,1,3,1,1,2
561,170000,10010,1389,1,0,1,0,2,1,1,2
562,108000,13907,996,1,0,1,0,3,1,1,0
563,185000,21780,1674,0,0,2,0,4,1,1,2
564,268000,13346,2295,1,0,2,1,4,1,1,2
565,128000,6858,1647,1,0,1,1,4,1,0,1
566,325000,11198,2504,0,0,2,1,4,1,1,3
567,214000,10171,1535,0,0,2,0,3,1,0,2
568,316600,12327,2132,1,0,1,1,1,1,1,2
569,135960,7032,943,1,0,1,0,2,1,2,2
570,142600,13101,1728,0,0,2,0,6,2,0,2
571,120000,7332,864,1,0,1,0,2,1,0,1
572,224500,13159,1692,0,0,2,1,3,1,0,2
573,170000,9967,1430,0,0,2,1,3,1,1,2
574,139000,10500,1109,0,1,1,0,3,1,0,1
575,118500,8480,1216,0,0,1,0,2,1,0,1
576,145000,6292,1477,0,1,2,0,3,1,1,1
577,164500,11777,1320,1,0,1,0,3,1,2,2
578,146000,3604,1392,0,0,2,0,2,1,0,2
579,131500,12150,1795,0,0,2,0,4,1,0,1
580,181900,14585,1429,0,1,1,0,3,1,2,2
581,253293,12704,2042,0,0,2,1,3,1,1,3
582,118500,11841,816,1,0,1,0,3,1,0,0
583,325000,13500,2775,0,0,3,1,3,1,1,2
584,133000,6120,1573,0,0,1,0,3,1,0,1
585,369900,11443,2028,1,0,2,0,2,1,2,3
586,130000,10267,838,1,0,1,0,2,1,0,1
587,137000,8740,860,1,0,1,0,2,1,0,2
588,143000,25095,1473,2,0,1,0,1,1,2,1
589,79500,9100,935,0,0,1,0,2,1,0,1
590,185900,8320,1582,0,0,2,1,3,1,0,2
591,451950,13478,2296,1,0,2,1,3,1,1,3
592,138000,6600,816,1,0,1,0,2,1,0,2
593,140000,4435,848,1,0,1,0,1,1,0,2
594,110000,7990,924,0,0,1,0,3,1,0,1
595,319000,11302,1826,1,0,2,0,3,1,1,3
596,114504,3600,1368,0,0,1,0,3,1,0,1
597,194201,3922,1402,0,2,0,2,2,1,1,3
598,217500,12984,1647,1,0,2,0,3,1,1,2
599,151000,1950,1556,1,0,2,1,3,1,1,2
600,275000,10927,1904,1,0,2,1,3,1,1,2
601,141000,9000,1375,0,0,1,1,3,1,1,1
602,220000,10041,1915,1,0,2,1,3,1,1,2
603,151000,3182,1200,0,0,2,1,2,1,0,2
604,221000,12803,1494,1,0,2,0,3,1,1,2
605,205000,13600,1986,0,0,2,1,3,1,3,2
606,152000,12464,1040,1,0,1,0,3,1,0,2
607,225000,7800,2008,1,0,3,0,3,1,0,1
608,359100,12168,3194,0,0,2,1,4,1,2,2
609,118500,7943,1029,1,0,1,0,3,1,0,1
610,313000,11050,2153,1,0,2,1,3,1,2,3
611,148000,10395,1032,0,1,2,0,3,1,1,2
612,261500,11885,1872,1,0,2,1,3,1,1,2
613,147000,8402,1120,0,0,1,0,3,1,0,0
614,75500,1491,630,1,0,1,0,1,1,0,0
615,137500,8800,1054,1,0,1,0,3,1,0,2
616,183200,7861,1509,1,0,2,1,3,1,1,2
617,105500,7227,832,0,0,1,0,2,1,0,2
618,314813,11694,1828,0,0,2,0,3,1,1,3
619,305000,12244,2262,1,0,2,1,4,1,2,3
620,67000,8248,864,1,0,1,0,2,1,0,0
621,240000,10800,2614,0,0,2,1,4,1,1,2
622,135000,7064,980,0,0,1,0,3,1,0,2
623,168500,2117,1512,0,0,2,1,2,1,1,2
624,165150,10400,1790,1,0,1,2,4,1,1,2
625,160000,10000,1116,0,0,1,1,3,1,0,2
626,139900,12342,1422,0,0,1,0,3,1,1,1
627,153000,9600,1520,1,0,1,0,3,1,2,1
628,135000,11606,2080,0,1,1,2,5,1,2,2
629,168500,9020,1350,1,0,1,1,3,1,0,2
630,124000,9000,1750,0,0,1,0,3,1,0,1
631,209500,4590,1554,0,0,2,0,2,1,1,2
632,82500,11900,1411,0,0,2,0,3,1,1,2
633,139400,9250,1056,0,1,1,0,3,1,0,1
634,144000,6979,1056,2,0,0,0,0,2,0,2
635,200000,10896,3395,0,0,2,0,8,2,0,0
636,60000,6120,800,0,0,1,0,1,1,1,0
637,93000,6000,1387,0,0,2,0,3,2,0,1
638,85000,8777,796,0,0,1,0,2,1,0,0
639,264561,3982,1567,1,0,2,0,1,1,1,3
640,274000,12677,1518,0,0,1,1,1,1,1,2
641,226000,7050,1929,1,0,2,1,3,1,1,2
642,345000,13860,2704,1,0,2,1,4,1,3,2
643,152000,10793,1620,0,0,2,1,4,1,0,2
644,370878,9187,1766,1,0,2,1,2,1,1,3
645,143250,10530,981,1,0,1,1,3,1,0,2
646,98300,7200,1048,0,0,1,0,3,1,0,2
647,155000,10452,1094,0,0,1,0,3,1,2,2
648,155000,7700,1839,0,0,1,1,4,1,1,2
649,84500,1936,630,1,0,1,0,1,1,0,0
650,205950,8125,1665,0,0,2,1,3,1,0,2
651,108000,9084,1510,1,0,1,0,4,1,1,1
652,191000,8750,1716,0,0,2,1,2,1,1,2
653,135000,10320,1469,0,0,1,0,3,1,0,1
654,350000,10437,2113,1,0,2,1,2,1,1,3
655,88000,1680,1092,0,0,1,1,3,1,0,1
656,145500,10007,1053,1,0,1,1,3,1,0,1
657,149000,7200,1502,0,0,1,1,3,1,1,1
658,97500,17503,1458,0,1,1,0,3,1,1,1
659,167000,9937,1486,1,0,1,0,3,1,0,2
660,197900,12384,1935,0,0,2,1,3,1,1,2
662,110000,13560,1392,1,0,1,0,2,1,2,2
663,137500,10012,1181,1,0,2,0,3,1,0,2
664,423000,20896,2097,1,0,1,1,1,1,1,3
665,230500,11194,1936,0,0,2,1,3,1,1,2
666,129000,18450,2380,0,0,2,1,3,1,1,2
667,193500,8125,1679,1,0,2,0,3,1,1,2
668,168000,14175,1437,1,0,1,1,3,1,1,2
669,137500,11600,1180,0,0,1,0,2,1,1,1
670,173500,8633,1476,1,0,2,1,3,1,0,2
671,103600,6629,1369,1,0,2,0,3,1,0,1
672,165000,11250,1208,1,0,1,1,3,1,1,2
673,257500,14442,1839,1,0,2,0,3,1,2,2
674,140000,9200,1136,1,0,1,0,3,1,1,1
675,148500,2289,1441,0,0,2,1,3,1,1,2
676,87000,9600,1774,1,0,2,0,4,2,0,3
677,109500,9022,792,0,0,1,0,2,1,0,1
678,372500,11844,2046,0,0,2,1,3,1,1,3
679,128500,9945,988,1,0,1,0,3,1,0,2
680,143000,8012,923,0,0,2,0,2,1,1,1
681,159434,4500,1520,0,0,1,0,3,1,0,1
682,173000,2887,1291,1,0,1,0,2,1,1,2
683,285000,11248,1668,1,0,2,0,3,1,1,3
684,221000,16770,1839,0,0,2,1,4,1,0,2
685,207500,5062,2090,1,0,2,0,3,1,1,2
686,227875,10207,1761,0,0,3,0,3,1,0,2
687,148800,5105,1102,0,0,2,1,2,1,0,2
688,392000,8089,1419,1,0,2,0,2,1,1,2
689,194700,7577,1362,0,0,2,0,2,1,1,2
690,141000,4426,848,1,0,1,0,1,1,1,2
693,108480,5400,1073,0,0,1,0,2,1,0,1
694,141500,6120,1539,0,0,1,1,3,1,0,2
695,176000,13811,1137,1,0,2,0,2,1,1,2
696,89000,6000,616,0,0,1,0,2,1,0,1
697,123500,6420,1148,0,1,1,0,2,1,0,1
698,138500,8450,894,1,0,1,0,3,1,1,1
699,196000,4282,1391,0,0,2,0,2,1,0,2
700,312500,14331,1800,1,0,2,0,3,1,1,3
701,140000,9600,1164,0,0,1,1,3,1,0,2
702,361919,12438,2576,0,0,2,1,4,1,1,3
703,140000,7630,1812,0,0,2,0,4,2,1,2
704,213000,8400,1484,1,0,2,0,3,1,0,2
705,55000,5600,1092,0,0,2,0,3,2,0,0
707,254000,6240,1324,1,0,2,0,2,1,1,2
708,179540,9018,1456,0,0,2,1,3,1,1,2
709,109900,7162,904,0,0,1,0,3,1,0,1
710,52000,4130,729,0,0,1,0,2,1,0,0
711,102776,8712,1178,0,0,1,0,2,1,0,1
712,189000,4671,1228,1,0,2,0,2,1,1,2
713,129000,9873,960,1,0,1,0,3,1,0,2
714,130500,13517,1479,0,0,2,1,3,1,0,2
715,165000,10140,1350,0,0,2,0,3,1,1,2
716,159500,10800,2554,0,0,1,1,3,1,0,2
717,157000,10000,1178,0,1,1,1,3,1,1,2
718,341000,10542,2418,1,0,2,1,3,1,1,3
719,128500,9920,971,0,0,1,1,3,1,1,1
720,275000,6563,1742,1,0,2,0,2,1,1,2
721,143000,4426,848,1,0,1,0,1,1,0,2
722,124500,8120,864,0,0,1,0,3,1,0,2
723,135000,8172,1470,0,0,2,0,4,1,0,1
724,320000,13286,1698,1,0,2,0,3,1,1,3
725,120500,6960,864,0,0,1,0,3,1,0,2
726,222000,21695,1680,1,0,2,0,3,1,1,2
727,194500,7314,1232,1,0,2,0,2,1,0,2
728,110000,11475,1776,1,0,2,0,4,2,0,3
729,103000,6240,1208,0,0,1,0,2,1,0,2
730,236500,5389,1616,1,0,2,0,2,1,1,2
731,187500,9590,1146,1,0,2,0,3,1,1,2
732,222500,11404,2031,0,0,2,1,3,1,1,2
733,131400,10000,1144,1,0,1,0,3,1,1,1
734,108000,8978,948,0,0,1,0,3,1,0,1
735,163000,10800,1768,0,0,1,1,2,1,2,2
736,93500,8544,1040,0,0,2,0,2,2,0,2
737,239900,10463,1801,0,0,2,1,3,1,1,3
738,179000,10800,1200,3,0,3,0,3,1,0,0
739,190000,9313,1728,0,0,2,1,3,1,0,2
740,132000,9600,1432,0,0,2,0,2,1,0,2
741,142000,6768,912,1,1,1,0,3,1,0,1
742,179000,8450,1349,0,0,2,0,3,1,0,2
743,175000,12886,1464,0,1,2,0,3,1,1,2
744,180000,5395,1337,1,0,2,0,2,1,1,2
745,299800,8963,2715,0,1,3,1,4,1,2,2
746,236000,8795,2256,0,0,2,1,4,1,1,2
747,265979,11700,2640,0,0,1,1,4,1,1,4
748,260400,10593,1720,1,0,2,0,3,1,1,2
749,98000,8405,1529,0,0,2,0,4,1,0,1
750,96500,8800,1140,0,0,1,0,3,1,0,0
751,162000,7750,1320,0,0,2,1,3,1,0,2
752,217000,9236,1494,1,0,2,0,3,1,0,2
753,275500,10240,2098,0,0,2,1,3,1,1,3
754,156000,7930,1026,1,0,1,0,3,1,0,2
755,172500,3230,1471,0,0,2,1,3,1,0,2
756,212000,10769,1768,0,0,2,1,3,1,0,2
757,158900,11616,1386,0,0,2,1,3,1,1,2
758,179400,2280,1501,0,0,2,1,3,1,0,2
759,290000,12257,2531,0,0,2,1,4,1,1,3
760,127500,9100,864,0,0,1,0,2,1,0,1
761,100000,6911,1301,0,0,1,0,2,1,0,2
762,215200,8640,1547,0,0,2,1,3,1,0,2
763,337000,9430,2365,1,0,2,1,3,1,1,3
764,270000,9549,1494,1,0,1,1,2,1,1,2
765,264132,14587,1506,0,0,2,0,2,1,1,2
766,196500,10421,1714,0,0,2,1,3,1,1,2
767,160000,12508,1750,1,0,2,0,4,1,0,1
768,216837,9100,1836,0,0,2,0,3,1,1,2
770,134900,7252,858,1,0,1,0,2,1,0,2
771,102000,8877,1220,0,0,1,0,2,1,0,2
772,107000,7819,1117,1,0,1,0,3,1,1,2
773,114500,10150,912,0,0,1,0,2,1,0,1
774,395000,14226,1973,0,0,2,0,3,1,1,3
775,162000,4500,1204,1,0,2,0,2,1,0,2
776,221500,11210,1614,0,0,2,0,3,1,0,3
777,142500,13350,894,1,0,1,0,3,1,1,2
778,144000,8400,2020,0,0,2,0,4,2,2,2
779,135000,10530,1004,1,0,1,0,2,1,0,2
780,176000,7875,1253,0,0,2,0,3,1,1,2
781,175900,7153,1603,0,0,2,1,3,1,0,2
782,187100,16285,1430,0,0,2,0,3,1,0,2
783,165500,9101,1110,1,0,1,0,1,1,1,2
784,128000,6300,1484,0,0,2,0,3,1,1,0
785,161500,9790,1342,0,0,2,0,3,1,1,2
786,139000,10800,1652,1,0,2,0,4,1,0,1
787,233000,10142,2084,1,0,2,1,4,1,0,2
788,107900,6000,901,0,0,1,0,2,1,0,1
789,187500,12205,2087,0,0,2,1,5,1,0,2
790,160200,3182,1145,0,0,2,0,2,1,1,2
791,146800,11333,1062,1,0,1,0,3,1,2,2
792,269790,9920,2013,1,0,2,1,3,1,1,2
793,225000,9158,1496,0,0,2,0,3,1,0,2
794,194500,10832,1895,0,0,2,1,3,1,1,2
795,171000,8400,1564,0,0,2,1,3,1,1,2
796,143500,8197,1285,0,0,1,1,3,1,1,2
797,110000,7677,773,0,0,1,0,2,1,0,1
798,485000,13518,3140,0,0,3,1,4,1,2,3
799,175000,7200,1768,1,0,1,1,3,1,2,1
800,200000,12798,1688,1,0,2,1,4,1,0,2
801,109900,4800,1196,1,0,1,0,2,1,0,2
802,189000,8199,1456,1,0,2,1,3,1,1,2
803,582933,13891,2822,0,0,3,1,4,1,1,3
804,118000,9000,1128,0,0,1,0,2,1,0,1
805,227680,12274,1428,0,0,2,0,3,1,0,2
806,135500,9750,980,0,0,2,0,3,1,0,1
807,223500,21384,1576,2,0,1,1,3,1,1,2
808,159950,13400,1086,1,0,1,0,3,1,1,2
809,106000,8100,2138,0,0,2,0,2,3,0,2
810,181000,10140,1309,1,0,1,1,3,1,1,2
811,144500,4438,848,1,0,1,0,1,1,1,2
812,55993,8712,1044,0,0,1,0,2,1,0,2
813,157900,9750,1442,0,0,1,1,4,1,0,1
814,116000,8248,1250,0,1,1,1,3,1,0,1
815,224900,12137,1661,0,0,2,0,3,1,0,2
816,137000,11425,1008,0,0,1,0,2,1,1,1
817,271000,13265,1689,1,0,2,0,3,1,2,3
818,155000,8816,1052,1,0,1,0,3,1,0,2
819,224000,6371,1358,1,0,2,0,2,1,1,2
820,183000,7226,1640,0,0,2,1,3,1,0,2
821,93000,6000,936,0,0,1,0,2,1,0,2
822,225000,12394,1733,0,0,2,1,3,1,1,2
823,139500,9900,1489,0,0,2,0,3,1,1,1
824,232600,11216,1489,0,0,2,0,3,1,1,2
825,385000,14803,2084,1,0,2,0,2,1,1,3
826,109500,6130,784,1,0,1,0,2,1,0,0
827,189000,8529,1434,0,0,2,0,3,1,1,2
829,147400,2544,1223,0,0,2,1,2,1,0,2
830,166000,11900,1392,1,0,1,1,3,1,2,2
831,151000,3180,1200,0,0,2,1,2,1,0,2
832,237000,9548,1829,1,0,2,1,3,1,1,2
833,167000,10004,1516,0,0,1,1,3,1,0,2
834,139950,7875,1144,1,0,1,0,3,1,0,2
835,128000,9600,1067,0,0,2,0,2,1,0,2
836,153500,8100,1559,1,0,1,0,2,1,0,2
837,100000,1680,987,1,0,1,1,2,1,0,1
838,144000,9525,1099,0,0,1,1,3,1,0,1
839,130500,11767,1200,0,0,1,0,3,1,0,1
840,140000,12155,1482,0,0,2,0,4,1,0,1
841,157500,10440,1539,0,0,2,0,3,1,1,2
842,174900,9020,1165,1,0,1,1,3,1,0,2
843,141000,8000,1800,0,0,2,0,6,2,0,0
844,153900,12665,1416,0,0,1,1,4,1,1,3
845,171000,16647,1701,1,0,2,0,3,1,2,2
846,213000,9317,1775,1,0,2,1,3,1,1,2
847,133500,15523,864,1,0,1,0,3,1,1,1
849,187000,9600,1855,0,0,2,1,3,1,1,2
850,131500,4435,848,1,0,1,0,1,1,0,2
851,215000,3196,1456,0,0,2,0,2,1,1,2
852,164000,7128,1646,0,0,2,0,4,1,2,1
853,158000,12095,1445,0,0,1,1,3,1,1,2
854,170000,17920,1779,1,0,1,1,3,1,1,2
855,127000,6897,1040,1,0,1,1,3,1,0,1
856,147000,10970,1026,1,0,1,0,3,1,0,2
857,174000,8125,1481,0,0,2,1,3,1,1,2
858,152000,10400,1370,0,0,2,0,3,1,1,2
859,250000,11029,2654,1,0,2,1,4,1,1,2
860,189950,7642,1426,0,0,1,1,3,1,1,1
861,131500,11625,1039,1,0,1,1,3,1,0,2
862,152000,9672,1097,0,0,2,0,3,1,0,2
863,132500,7931,1148,1,0,1,0,3,1,0,1
864,250580,8640,1372,0,0,2,0,3,1,0,2
865,148500,8750,1002,1,0,1,0,3,1,0,2
866,248900,10656,1646,0,0,2,0,3,1,1,3
867,129000,6970,1120,1,0,1,1,3,1,0,2
868,169000,14762,2320,0,0,2,0,2,1,1,2
869,236000,9938,1949,1,0,2,1,3,1,1,2
870,109500,6600,894,0,0,1,0,2,1,0,1
871,200500,8750,1682,0,0,2,1,3,1,0,2
872,116000,8892,910,0,0,1,0,3,1,0,2
873,133000,12144,1268,0,0,1,0,3,1,1,1
874,66500,5720,1131,0,0,1,1,3,1,0,1
875,303477,9000,2610,0,0,2,1,4,1,1,2
876,132250,25286,1040,1,0,1,0,3,1,0,2
877,350000,8834,2224,1,0,2,1,4,1,1,3
878,148000,11782,1155,1,0,1,0,3,1,0,2
879,136500,7000,864,1,0,1,0,3,1,0,1
880,157000,7024,1090,1,0,1,1,2,1,0,2
881,187500,13758,1717,0,0,2,1,3,1,1,2
882,178000,9636,1593,0,0,2,1,3,1,1,2
883,118500,6204,2230,1,0,1,0,5,1,0,1
884,100000,7150,892,0,0,1,0,3,1,0,1
885,328900,5119,1709,1,0,2,0,2,1,1,2
886,145000,8393,1712,0,0,2,0,4,2,0,2
887,135500,16466,1393,0,0,1,1,3,1,0,1
888,268000,15865,2217,1,0,2,0,4,1,1,2
889,149500,12160,1505,1,0,1,0,2,1,1,2
890,122900,8064,924,0,0,1,0,3,1,1,2
891,172500,11184,1683,0,0,2,1,3,1,1,2
892,154500,8414,1068,0,1,1,0,3,1,0,1
893,165000,13284,1383,1,0,1,0,3,1,1,1
894,118858,7018,1535,0,0,2,0,4,2,0,2
895,140000,7056,1796,1,0,1,1,4,1,1,2
896,106500,8765,951,0,0,1,0,2,1,0,1
897,142953,7018,2240,0,0,2,0,6,2,0,2
898,611657,12919,2364,1,0,2,1,2,1,2,3
899,135000,6993,1236,0,0,1,0,3,1,1,1
900,110000,7340,858,0,0,1,0,2,1,0,1
901,153000,8712,1306,1,0,1,0,2,1,0,1
902,180000,7875,1509,0,0,2,1,3,1,1,2
903,240000,14859,1670,0,0,2,0,3,1,1,3
904,125500,6173,902,0,0,1,0,3,1,0,1
905,128000,9920,1063,1,0,1,0,3,1,0,1
906,255000,13501,1636,1,0,2,0,3,1,1,3
907,250000,11500,2057,0,0,1,1,3,1,1,1
908,131000,8885,902,1,0,1,0,2,1,0,2
909,174000,12589,1484,0,0,2,1,3,1,1,2
910,154300,11600,2274,0,0,2,0,5,2,0,2
911,143500,9286,1268,0,0,1,1,3,1,0,1
912,88000,6120,1015,0,0,1,0,3,1,0,1
913,145000,6270,2002,0,0,2,0,4,2,0,3
914,173733,3000,1224,0,0,2,1,2,1,0,2
915,75000,2001,1092,0,0,1,1,3,1,0,1
916,35311,9000,480,1,0,0,0,1,1,0,1
917,135000,17140,1229,0,0,1,0,3,1,0,1
918,238000,13125,2127,1,0,2,1,4,1,1,3
919,176500,11029,1414,1,0,1,0,3,1,1,2
920,201000,8462,1721,0,1,2,1,3,1,0,2
921,145900,8777,2200,2,0,2,2,4,2,0,0
922,169990,10237,1316,0,0,2,0,3,1,1,2
923,193000,8012,1617,1,0,2,0,2,1,1,2
924,207500,10240,1686,1,0,2,0,3,1,1,2
925,175000,15611,1126,0,1,2,0,3,1,0,2
926,285000,11999,2374,0,0,2,1,4,1,1,3
927,176000,9900,1978,0,0,2,1,4,1,1,2
928,236500,11838,1788,0,0,2,0,3,1,1,2
929,222000,13006,2236,0,0,2,1,4,1,1,2
930,201000,8925,1466,0,0,2,0,3,1,0,3
931,117500,9100,925,0,1,1,0,2,1,0,1
932,320000,11670,1905,0,0,2,0,3,1,1,3
933,190000,8487,1500,0,0,2,0,3,1,0,2
935,79900,5825,747,0,0,1,0,1,1,0,2
936,184900,10083,1200,1,0,2,0,2,1,0,2
937,253000,9675,1971,0,0,2,1,3,1,1,2
938,239799,8760,1962,0,0,2,1,3,1,0,3
939,244400,24090,2403,0,0,2,0,4,1,2,1
940,150900,12640,1728,0,0,2,0,4,2,0,2
941,214000,8755,2060,1,0,2,1,3,1,1,2
942,150000,7711,1440,2,0,2,0,4,2,0,0
943,143000,25000,1632,0,0,2,0,4,2,0,2
944,137500,14375,1344,0,1,1,0,3,1,1,2
945,124900,8820,1869,0,0,1,0,2,1,0,2
946,143000,8163,1144,1,0,1,0,3,1,1,1
947,270000,14536,1629,1,0,2,0,3,1,1,3
948,192500,14006,1776,0,0,2,1,3,1,1,2
949,197500,9360,1381,1,0,1,1,3,1,1,2
950,129000,7200,864,1,0,1,0,3,1,0,2
951,119900,7800,965,1,0,1,0,3,1,0,1
952,133900,7200,768,0,1,1,0,2,1,0,1
953,172000,11075,1968,0,1,2,1,4,1,1,2
954,127500,9400,980,0,2,2,0,4,0,0,0
955,145000,7136,1958,0,0,2,0,4,2,0,2
956,124000,1300,1229,0,0,1,1,2,1,1,2
957,132000,7420,1057,0,0,1,0,3,1,0,2
958,185000,8450,1337,1,0,2,0,3,1,0,2
959,155000,2572,1416,1,0,2,1,3,1,0,2
960,116500,7207,858,1,0,1,0,2,1,0,0
961,272000,12227,2872,1,0,2,1,4,1,1,2
962,155000,2308,1548,1,0,2,1,3,1,1,2
963,239000,11923,1800,0,0,2,0,2,1,0,2
964,214900,11316,1894,1,0,2,1,4,1,1,2
965,178900,10237,1484,0,0,2,1,3,1,1,2
966,160000,9600,1308,1,0,1,1,2,1,2,1
967,135000,7390,1098,1,0,1,0,3,1,0,1
968,37900,5925,968,0,0,1,0,2,1,0,0
969,140000,10382,1095,1,0,1,0,2,1,0,1
970,135000,10800,1192,0,0,1,1,4,1,0,0
971,173000,2268,1626,0,0,2,0,2,1,0,2
972,99500,7892,918,0,0,2,0,2,1,1,1
973,182000,11639,1428,0,0,2,0,3,1,0,2
974,167500,11414,2019,0,0,1,0,3,1,0,2
975,165000,2651,1382,1,0,2,1,3,1,0,2
976,85500,5900,869,0,0,1,0,2,1,0,0
977,199900,4274,1241,1,0,1,1,1,1,0,2
978,110000,9450,894,0,0,1,0,3,1,0,2
979,139000,8816,1121,1,0,1,0,3,1,0,2
980,178400,12122,999,1,0,1,0,3,1,0,2
